cohort_month,months_since_signup,active_users,cohort_users,retention_rate
2020-03-01,52,3,196,0.015306122448979591
2020-03-01,53,2,196,0.01020408163265306
2020-03-01,54,1,196,0.00510204081632653
2020-03-01,56,3,196,0.015306122448979591
2020-03-01,57,3,196,0.015306122448979591
2020-03-01,58,2,196,0.01020408163265306
2020-03-01,59,4,196,0.02040816326530612
2020-03-01,60,1,196,0.00510204081632653
2020-03-01,61,1,196,0.00510204081632653
2020-03-01,62,3,196,0.015306122448979591
2020-03-01,63,3,196,0.015306122448979591
2020-03-01,64,1,196,0.00510204081632653
2020-03-01,65,3,196,0.015306122448979591
2020-03-01,66,7,196,0.03571428571428571
2020-03-01,67,5,196,0.025510204081632654
2020-03-01,69,1,196,0.00510204081632653
2020-03-01,70,3,196,0.015306122448979591
2020-03-01,71,2,196,0.01020408163265306
2020-03-01,73,3,196,0.015306122448979591
2020-03-01,74,1,196,0.00510204081632653
2020-03-01,75,4,196,0.02040816326530612
2020-03-01,76,2,196,0.01020408163265306
2020-04-01,0,184,184,1.0
2020-04-01,1,3,184,0.016304347826086956
2020-04-01,2,3,184,0.016304347826086956
2020-04-01,3,4,184,0.021739130434782608
2020-04-01,4,4,184,0.021739130434782608
2020-04-01,5,3,184,0.016304347826086956
2020-04-01,6,2,184,0.010869565217391304
2020-04-01,7,1,184,0.005434782608695652
2020-04-01,8,2,184,0.010869565217391304
2020-04-01,10,2,184,0.010869565217391304
2020-04-01,11,1,184,0.005434782608695652
2020-04-01,12,3,184,0.016304347826086956
2020-04-01,13,3,184,0.016304347826086956
2020-04-01,14,3,184,0.016304347826086956
2020-04-01,15,1,184,0.005434782608695652
2020-04-01,16,4,184,0.021739130434782608
2020-04-01,17,1,184,0.005434782608695652
2020-04-01,18,1,184,0.005434782608695652
2020-04-01,19,5,184,0.02717391304347826
2020-04-01,20,1,184,0.005434782608695652
2020-04-01,21,2,184,0.010869565217391304
2020-04-01,22,2,184,0.010869565217391304
2020-04-01,23,3,184,0.016304347826086956
2020-04-01,24,1,184,0.005434782608695652
2020-04-01,25,3,184,0.016304347826086956
2020-04-01,26,3,184,0.016304347826086956
2020-04-01,27,1,184,0.005434782608695652
2020-04-01,28,4,184,0.021739130434782608
2020-04-01,30,1,184,0.005434782608695652
2020-04-01,31,5,184,0.02717391304347826
2020-04-01,32,4,184,0.021739130434782608
2020-04-01,33,3,184,0.016304347826086956
2020-04-01,34,2,184,0.010869565217391304
2020-04-01,36,1,184,0.005434782608695652
2020-04-01,38,2,184,0.010869565217391304
2020-04-01,39,1,184,0.005434782608695652
2020-04-01,40,2,184,0.010869565217391304
2020-04-01,41,3,184,0.016304347826086956
2020-04-01,43,2,184,0.010869565217391304
2020-04-01,44,2,184,0.010869565217391304
2020-04-01,45,4,184,0.021739130434782608
2020-04-01,46,3,184,0.016304347826086956
2020-04-01,47,1,184,0.005434782608695652
2020-04-01,48,1,184,0.005434782608695652
2020-04-01,49,2,184,0.010869565217391304
2020-04-01,50,2,184,0.010869565217391304
2020-04-01,51,1,184,0.005434782608695652
2020-04-01,52,1,184,0.005434782608695652
2020-04-01,54,6,184,0.03260869565217391
2020-04-01,57,1,184,0.005434782608695652
2020-04-01,58,2,184,0.010869565217391304
2020-04-01,59,1,184,0.005434782608695652
2020-04-01,60,1,184,0.005434782608695652
2020-04-01,61,3,184,0.016304347826086956
2020-04-01,62,2,184,0.010869565217391304
2020-04-01,64,1,184,0.005434782608695652
2020-04-01,65,4,184,0.021739130434782608
2020-04-01,66,2,184,0.010869565217391304
2020-04-01,67,1,184,0.005434782608695652
2020-04-01,68,3,184,0.016304347826086956
2020-04-01,70,2,184,0.010869565217391304
2020-04-01,71,1,184,0.005434782608695652
2020-04-01,72,1,184,0.005434782608695652
2020-04-01,73,2,184,0.010869565217391304
2020-04-01,74,3,184,0.016304347826086956
2020-04-01,75,3,184,0.016304347826086956
2020-05-01,0,205,205,1.0
2020-05-01,1,1,205,0.004878048780487805
2020-05-01,2,3,205,0.014634146341463415
2020-05-01,3,4,205,0.01951219512195122
2020-05-01,4,2,205,0.00975609756097561
2020-05-01,5,4,205,0.01951219512195122
2020-05-01,6,2,205,0.00975609756097561
2020-05-01,9,1,205,0.004878048780487805
2020-05-01,11,6,205,0.02926829268292683
2020-05-01,12,3,205,0.014634146341463415
2020-05-01,13,3,205,0.014634146341463415
2020-05-01,14,5,205,0.024390243902439025
2020-05-01,15,1,205,0.004878048780487805
2020-05-01,16,3,205,0.014634146341463415
2020-05-01,17,1,205,0.004878048780487805
2020-05-01,18,2,205,0.00975609756097561
2020-05-01,19,3,205,0.014634146341463415
2020-05-01,20,4,205,0.01951219512195122
2020-05-01,21,2,205,0.00975609756097561
2020-05-01,22,4,205,0.01951219512195122
2020-05-01,23,2,205,0.00975609756097561
2020-05-01,24,1,205,0.004878048780487805
2020-05-01,25,3,205,0.014634146341463415
2020-05-01,26,8,205,0.03902439024390244
2020-05-01,28,5,205,0.024390243902439025
2020-05-01,30,3,205,0.014634146341463415
2020-05-01,32,5,205,0.024390243902439025
2020-05-01,34,2,205,0.00975609756097561
2020-05-01,35,3,205,0.014634146341463415
2020-05-01,36,5,205,0.024390243902439025
2020-05-01,37,1,205,0.004878048780487805
2020-05-01,38,4,205,0.01951219512195122
2020-05-01,39,1,205,0.004878048780487805
2020-05-01,41,3,205,0.014634146341463415
2020-05-01,42,1,205,0.004878048780487805
2020-05-01,43,3,205,0.014634146341463415
2020-05-01,44,4,205,0.01951219512195122
2020-05-01,45,3,205,0.014634146341463415
2020-05-01,46,1,205,0.004878048780487805
2020-05-01,47,5,205,0.024390243902439025
2020-05-01,49,6,205,0.02926829268292683
2020-05-01,50,4,205,0.01951219512195122
2020-05-01,51,2,205,0.00975609756097561
2020-05-01,52,2,205,0.00975609756097561
2020-05-01,53,2,205,0.00975609756097561
2020-05-01,54,1,205,0.004878048780487805
2020-05-01,55,2,205,0.00975609756097561
2020-05-01,56,2,205,0.00975609756097561
2020-05-01,57,1,205,0.004878048780487805
2020-05-01,58,3,205,0.014634146341463415
2020-05-01,59,1,205,0.004878048780487805
2020-05-01,60,3,205,0.014634146341463415
2020-05-01,61,1,205,0.004878048780487805
2020-05-01,62,1,205,0.004878048780487805
2020-05-01,63,1,205,0.004878048780487805
2020-05-01,65,2,205,0.00975609756097561
2020-05-01,66,1,205,0.004878048780487805
2020-05-01,67,3,205,0.014634146341463415
2020-05-01,68,1,205,0.004878048780487805
2020-05-01,69,1,205,0.004878048780487805
2020-05-01,70,2,205,0.00975609756097561
2020-05-01,71,2,205,0.00975609756097561
2020-05-01,72,2,205,0.00975609756097561
2020-05-01,73,3,205,0.014634146341463415
2020-05-01,75,1,205,0.004878048780487805
2020-06-01,0,203,203,1.0
2020-06-01,1,6,203,0.029556650246305417
2020-06-01,2,2,203,0.009852216748768473
2020-06-01,4,2,203,0.009852216748768473
2020-06-01,6,2,203,0.009852216748768473
2020-06-01,7,3,203,0.014778325123152709
2020-06-01,8,1,203,0.0049261083743842365
2020-06-01,9,3,203,0.014778325123152709
2020-06-01,10,7,203,0.034482758620689655
2020-06-01,11,3,203,0.014778325123152709
2020-06-01,12,3,203,0.014778325123152709
2020-06-01,13,1,203,0.0049261083743842365
2020-06-01,14,1,203,0.0049261083743842365
2020-06-01,16,1,203,0.0049261083743842365
2020-06-01,17,2,203,0.009852216748768473
2020-06-01,19,2,203,0.009852216748768473
2020-06-01,20,2,203,0.009852216748768473
2020-06-01,22,5,203,0.024630541871921183
2020-06-01,23,1,203,0.0049261083743842365
2020-06-01,24,3,203,0.014778325123152709
2020-06-01,25,1,203,0.0049261083743842365
2020-06-01,26,4,203,0.019704433497536946
2020-06-01,27,2,203,0.009852216748768473
2020-06-01,28,3,203,0.014778325123152709
2020-06-01,29,3,203,0.014778325123152709
2020-06-01,30,3,203,0.014778325123152709
2020-06-01,32,1,203,0.0049261083743842365
2020-06-01,33,3,203,0.014778325123152709
2020-06-01,34,2,203,0.009852216748768473
2020-06-01,35,6,203,0.029556650246305417
2020-06-01,36,1,203,0.0049261083743842365
2020-06-01,37,1,203,0.0049261083743842365
2020-06-01,38,1,203,0.0049261083743842365
2020-06-01,39,2,203,0.009852216748768473
2020-06-01,40,1,203,0.0049261083743842365
2020-06-01,41,2,203,0.009852216748768473
2020-06-01,42,3,203,0.014778325123152709
2020-06-01,43,2,203,0.009852216748768473
2020-06-01,44,4,203,0.019704433497536946
2020-06-01,45,1,203,0.0049261083743842365
2020-06-01,46,3,203,0.014778325123152709
2020-06-01,47,1,203,0.0049261083743842365
2020-06-01,48,1,203,0.0049261083743842365
2020-06-01,49,1,203,0.0049261083743842365
2020-06-01,50,3,203,0.014778325123152709
2020-06-01,51,3,203,0.014778325123152709
2020-06-01,52,1,203,0.0049261083743842365
2020-06-01,53,3,203,0.014778325123152709
2020-06-01,54,1,203,0.0049261083743842365
2020-06-01,56,1,203,0.0049261083743842365
2020-06-01,57,2,203,0.009852216748768473
2020-06-01,58,2,203,0.009852216748768473
2020-06-01,59,1,203,0.0049261083743842365
2020-06-01,60,2,203,0.009852216748768473
2020-06-01,61,4,203,0.019704433497536946
2020-06-01,63,3,203,0.014778325123152709
2020-06-01,64,1,203,0.0049261083743842365
2020-06-01,65,3,203,0.014778325123152709
2020-06-01,66,2,203,0.009852216748768473
2020-06-01,69,3,203,0.014778325123152709
2020-06-01,70,4,203,0.019704433497536946
2020-06-01,71,3,203,0.014778325123152709
2020-06-01,72,2,203,0.009852216748768473
2020-06-01,73,1,203,0.0049261083743842365
2020-06-01,74,1,203,0.0049261083743842365
2020-07-01,0,240,240,1.0
2020-07-01,1,9,240,0.0375
2020-07-01,2,1,240,0.004166666666666667
2020-07-01,3,2,240,0.008333333333333333
2020-07-01,4,5,240,0.020833333333333332
2020-07-01,5,5,240,0.020833333333333332
2020-07-01,6,5,240,0.020833333333333332
2020-07-01,7,5,240,0.020833333333333332
2020-07-01,8,2,240,0.008333333333333333
2020-07-01,9,6,240,0.025
2020-07-01,11,2,240,0.008333333333333333
2020-07-01,12,3,240,0.0125
2020-07-01,13,3,240,0.0125
2020-07-01,14,3,240,0.0125
2020-07-01,15,4,240,0.016666666666666666
2020-07-01,16,2,240,0.008333333333333333
2020-07-01,17,3,240,0.0125
2020-07-01,18,4,240,0.016666666666666666
2020-07-01,19,1,240,0.004166666666666667
2020-07-01,20,5,240,0.020833333333333332
2020-07-01,21,3,240,0.0125
2020-07-01,22,4,240,0.016666666666666666
2020-07-01,23,3,240,0.0125
2020-07-01,24,3,240,0.0125
2020-07-01,25,3,240,0.0125
2020-07-01,26,4,240,0.016666666666666666
2020-07-01,27,2,240,0.008333333333333333
2020-07-01,28,5,240,0.020833333333333332
2020-07-01,29,4,240,0.016666666666666666
2020-07-01,30,4,240,0.016666666666666666
2020-07-01,32,3,240,0.0125
2020-07-01,33,1,240,0.004166666666666667
2020-07-01,34,1,240,0.004166666666666667
2020-07-01,35,4,240,0.016666666666666666
2020-07-01,36,3,240,0.0125
2020-07-01,37,4,240,0.016666666666666666
2020-07-01,38,2,240,0.008333333333333333
2020-07-01,39,5,240,0.020833333333333332
2020-07-01,40,2,240,0.008333333333333333
2020-07-01,41,4,240,0.016666666666666666
2020-07-01,42,2,240,0.008333333333333333
2020-07-01,44,4,240,0.016666666666666666
2020-07-01,45,2,240,0.008333333333333333
2020-07-01,46,6,240,0.025
2020-07-01,47,4,240,0.016666666666666666
2020-07-01,48,3,240,0.0125
2020-07-01,49,2,240,0.008333333333333333
2020-07-01,50,1,240,0.004166666666666667
2020-07-01,51,4,240,0.016666666666666666
2020-07-01,52,3,240,0.0125
2020-07-01,53,3,240,0.0125
2020-07-01,54,1,240,0.004166666666666667
2020-07-01,55,3,240,0.0125
2020-07-01,56,3,240,0.0125
2020-07-01,57,1,240,0.004166666666666667
2020-07-01,58,4,240,0.016666666666666666
2020-07-01,59,2,240,0.008333333333333333
2020-07-01,60,4,240,0.016666666666666666
2020-07-01,61,3,240,0.0125
2020-07-01,62,3,240,0.0125
2020-07-01,63,2,240,0.008333333333333333
2020-07-01,64,3,240,0.0125
2020-07-01,66,1,240,0.004166666666666667
2020-07-01,68,3,240,0.0125
2020-07-01,69,5,240,0.020833333333333332
2020-07-01,70,3,240,0.0125
2020-07-01,71,2,240,0.008333333333333333
2020-07-01,72,3,240,0.0125
2020-07-01,73,1,240,0.004166666666666667
2020-08-01,0,239,239,1.0
2020-08-01,1,5,239,0.02092050209205021
2020-08-01,2,4,239,0.016736401673640166
2020-08-01,3,2,239,0.008368200836820083
2020-08-01,4,2,239,0.008368200836820083
2020-08-01,5,1,239,0.0041841004184100415
2020-08-01,6,1,239,0.0041841004184100415
2020-08-01,7,4,239,0.016736401673640166
2020-08-01,8,2,239,0.008368200836820083
2020-08-01,10,3,239,0.012552301255230125
2020-08-01,11,2,239,0.008368200836820083
2020-08-01,12,3,239,0.012552301255230125
2020-08-01,13,4,239,0.016736401673640166
2020-08-01,14,2,239,0.008368200836820083
2020-08-01,15,3,239,0.012552301255230125
2020-08-01,17,1,239,0.0041841004184100415
2020-08-01,18,5,239,0.02092050209205021
2020-08-01,19,3,239,0.012552301255230125
2020-08-01,20,8,239,0.03347280334728033
2020-08-01,21,1,239,0.0041841004184100415
2020-08-01,22,4,239,0.016736401673640166
2020-08-01,23,3,239,0.012552301255230125
2020-08-01,24,2,239,0.008368200836820083
2020-08-01,25,3,239,0.012552301255230125
2020-08-01,26,5,239,0.02092050209205021
2020-08-01,27,1,239,0.0041841004184100415
2020-08-01,28,5,239,0.02092050209205021
2020-08-01,29,4,239,0.016736401673640166
2020-08-01,31,2,239,0.008368200836820083
2020-08-01,32,4,239,0.016736401673640166
2020-08-01,33,2,239,0.008368200836820083
2020-08-01,34,4,239,0.016736401673640166
2020-08-01,35,2,239,0.008368200836820083
2020-08-01,36,1,239,0.0041841004184100415
2020-08-01,37,3,239,0.012552301255230125
2020-08-01,38,2,239,0.008368200836820083
2020-08-01,39,1,239,0.0041841004184100415
2020-08-01,40,3,239,0.012552301255230125
2020-08-01,41,1,239,0.0041841004184100415
2020-08-01,42,1,239,0.0041841004184100415
2020-08-01,43,3,239,0.012552301255230125
2020-08-01,44,3,239,0.012552301255230125
2020-08-01,45,2,239,0.008368200836820083
2020-08-01,46,5,239,0.02092050209205021
2020-08-01,47,2,239,0.008368200836820083
2020-08-01,48,4,239,0.016736401673640166
2020-08-01,49,1,239,0.0041841004184100415
2020-08-01,50,6,239,0.02510460251046025
2020-08-01,52,4,239,0.016736401673640166
2020-08-01,53,6,239,0.02510460251046025
2020-08-01,54,2,239,0.008368200836820083
2020-08-01,55,4,239,0.016736401673640166
2020-08-01,56,2,239,0.008368200836820083
2020-08-01,57,2,239,0.008368200836820083
2020-08-01,58,3,239,0.012552301255230125
2020-08-01,59,1,239,0.0041841004184100415
2020-08-01,60,5,239,0.02092050209205021
2020-08-01,61,3,239,0.012552301255230125
2020-08-01,62,2,239,0.008368200836820083
2020-08-01,63,2,239,0.008368200836820083
2020-08-01,64,1,239,0.0041841004184100415
2020-08-01,65,4,239,0.016736401673640166
2020-08-01,66,2,239,0.008368200836820083
2020-08-01,67,3,239,0.012552301255230125
2020-08-01,68,2,239,0.008368200836820083
2020-08-01,69,3,239,0.012552301255230125
2020-08-01,70,2,239,0.008368200836820083
2020-08-01,71,1,239,0.0041841004184100415
2020-09-01,0,260,260,1.0
2020-09-01,1,9,260,0.03461538461538462
2020-09-01,2,7,260,0.026923076923076925
2020-09-01,3,2,260,0.007692307692307693
2020-09-01,4,1,260,0.0038461538461538464
2020-09-01,5,1,260,0.0038461538461538464
2020-09-01,6,1,260,0.0038461538461538464
2020-09-01,7,6,260,0.023076923076923078
2020-09-01,8,6,260,0.023076923076923078
2020-09-01,9,4,260,0.015384615384615385
2020-09-01,10,2,260,0.007692307692307693
2020-09-01,11,4,260,0.015384615384615385
2020-09-01,12,3,260,0.011538461538461539
2020-09-01,13,2,260,0.007692307692307693
2020-09-01,14,2,260,0.007692307692307693
2020-09-01,15,6,260,0.023076923076923078
2020-09-01,16,1,260,0.0038461538461538464
2020-09-01,17,4,260,0.015384615384615385
2020-09-01,18,3,260,0.011538461538461539
2020-09-01,20,2,260,0.007692307692307693
2020-09-01,21,5,260,0.019230769230769232
2020-09-01,22,2,260,0.007692307692307693
2020-09-01,23,4,260,0.015384615384615385
2020-09-01,24,2,260,0.007692307692307693
2020-09-01,25,1,260,0.0038461538461538464
2020-09-01,26,4,260,0.015384615384615385
2020-09-01,27,3,260,0.011538461538461539
2020-09-01,28,1,260,0.0038461538461538464
2020-09-01,29,3,260,0.011538461538461539
2020-09-01,30,2,260,0.007692307692307693
2020-09-01,31,1,260,0.0038461538461538464
2020-09-01,32,3,260,0.011538461538461539
2020-09-01,33,1,260,0.0038461538461538464
2020-09-01,34,2,260,0.007692307692307693
2020-09-01,35,3,260,0.011538461538461539
2020-09-01,36,1,260,0.0038461538461538464
2020-09-01,37,6,260,0.023076923076923078
2020-09-01,38,1,260,0.0038461538461538464
2020-09-01,39,6,260,0.023076923076923078
2020-09-01,40,5,260,0.019230769230769232
2020-09-01,41,3,260,0.011538461538461539
2020-09-01,42,5,260,0.019230769230769232
2020-09-01,43,4,260,0.015384615384615385
2020-09-01,44,2,260,0.007692307692307693
2020-09-01,46,5,260,0.019230769230769232
2020-09-01,47,3,260,0.011538461538461539
2020-09-01,48,3,260,0.011538461538461539
2020-09-01,49,4,260,0.015384615384615385
2020-09-01,51,1,260,0.0038461538461538464
2020-09-01,52,3,260,0.011538461538461539
2020-09-01,53,2,260,0.007692307692307693
2020-09-01,54,4,260,0.015384615384615385
2020-09-01,55,4,260,0.015384615384615385
2020-09-01,56,2,260,0.007692307692307693
2020-09-01,57,3,260,0.011538461538461539
2020-09-01,58,2,260,0.007692307692307693
2020-09-01,60,3,260,0.011538461538461539
2020-09-01,61,6,260,0.023076923076923078
2020-09-01,62,4,260,0.015384615384615385
2020-09-01,63,5,260,0.019230769230769232
2020-09-01,64,4,260,0.015384615384615385
2020-09-01,65,4,260,0.015384615384615385
2020-09-01,66,5,260,0.019230769230769232
2020-09-01,67,2,260,0.007692307692307693
2020-09-01,68,3,260,0.011538461538461539
2020-09-01,69,4,260,0.015384615384615385
2020-09-01,70,2,260,0.007692307692307693
2020-09-01,71,6,260,0.023076923076923078
2020-10-01,0,295,295,1.0
2020-10-01,1,10,295,0.03389830508474576
2020-10-01,2,1,295,0.003389830508474576
2020-10-01,3,8,295,0.02711864406779661
2020-10-01,4,3,295,0.010169491525423728
2020-10-01,5,2,295,0.006779661016949152
2020-10-01,6,3,295,0.010169491525423728
2020-10-01,7,1,295,0.003389830508474576
2020-10-01,8,9,295,0.030508474576271188
2020-10-01,9,2,295,0.006779661016949152
2020-10-01,10,5,295,0.01694915254237288
2020-10-01,12,5,295,0.01694915254237288
2020-10-01,13,1,295,0.003389830508474576
2020-10-01,14,4,295,0.013559322033898305
2020-10-01,15,4,295,0.013559322033898305
2020-10-01,16,2,295,0.006779661016949152
2020-10-01,17,1,295,0.003389830508474576
2020-10-01,18,2,295,0.006779661016949152
2020-10-01,19,2,295,0.006779661016949152
2020-10-01,20,1,295,0.003389830508474576
2020-10-01,21,4,295,0.013559322033898305
2020-10-01,22,4,295,0.013559322033898305
2020-10-01,23,3,295,0.010169491525423728
2020-10-01,24,5,295,0.01694915254237288
2020-10-01,25,6,295,0.020338983050847456
2020-10-01,26,2,295,0.006779661016949152
2020-10-01,27,4,295,0.013559322033898305
2020-10-01,28,3,295,0.010169491525423728
2020-10-01,29,1,295,0.003389830508474576
2020-10-01,30,2,295,0.006779661016949152
2020-10-01,31,5,295,0.01694915254237288
2020-10-01,32,5,295,0.01694915254237288
2020-10-01,33,3,295,0.010169491525423728
2020-10-01,34,4,295,0.013559322033898305
2020-10-01,36,1,295,0.003389830508474576
2020-10-01,37,6,295,0.020338983050847456
2020-10-01,38,2,295,0.006779661016949152
2020-10-01,39,5,295,0.01694915254237288
2020-10-01,40,1,295,0.003389830508474576
2020-10-01,42,4,295,0.013559322033898305
2020-10-01,43,5,295,0.01694915254237288
2020-10-01,44,2,295,0.006779661016949152
2020-10-01,45,6,295,0.020338983050847456
2020-10-01,46,4,295,0.013559322033898305
2020-10-01,47,7,295,0.023728813559322035
2020-10-01,48,2,295,0.006779661016949152
2020-10-01,49,1,295,0.003389830508474576
2020-10-01,50,2,295,0.006779661016949152
2020-10-01,51,2,295,0.006779661016949152
2020-10-01,52,5,295,0.01694915254237288
2020-10-01,53,1,295,0.003389830508474576
2020-10-01,54,4,295,0.013559322033898305
2020-10-01,55,5,295,0.01694915254237288
2020-10-01,56,1,295,0.003389830508474576
2020-10-01,57,1,295,0.003389830508474576
2020-10-01,58,2,295,0.006779661016949152
2020-10-01,59,3,295,0.010169491525423728
2020-10-01,60,6,295,0.020338983050847456
2020-10-01,61,3,295,0.010169491525423728
2020-10-01,62,8,295,0.02711864406779661
2020-10-01,63,6,295,0.020338983050847456
2020-10-01,64,1,295,0.003389830508474576
2020-10-01,65,3,295,0.010169491525423728
2020-10-01,66,2,295,0.006779661016949152
2020-10-01,67,2,295,0.006779661016949152
2020-10-01,68,1,295,0.003389830508474576
2020-10-01,69,1,295,0.003389830508474576
2020-10-01,70,2,295,0.006779661016949152
2020-11-01,0,286,286,1.0
2020-11-01,1,5,286,0.017482517482517484
2020-11-01,2,3,286,0.01048951048951049
2020-11-01,3,3,286,0.01048951048951049
2020-11-01,4,4,286,0.013986013986013986
2020-11-01,5,4,286,0.013986013986013986
2020-11-01,6,4,286,0.013986013986013986
2020-11-01,7,6,286,0.02097902097902098
2020-11-01,8,1,286,0.0034965034965034965
2020-11-01,9,4,286,0.013986013986013986
2020-11-01,10,3,286,0.01048951048951049
2020-11-01,11,5,286,0.017482517482517484
2020-11-01,12,1,286,0.0034965034965034965
2020-11-01,13,5,286,0.017482517482517484
2020-11-01,14,5,286,0.017482517482517484
2020-11-01,15,3,286,0.01048951048951049
2020-11-01,16,6,286,0.02097902097902098
2020-11-01,17,3,286,0.01048951048951049
2020-11-01,18,3,286,0.01048951048951049
2020-11-01,19,4,286,0.013986013986013986
2020-11-01,20,1,286,0.0034965034965034965
2020-11-01,22,3,286,0.01048951048951049
2020-11-01,23,4,286,0.013986013986013986
2020-11-01,24,2,286,0.006993006993006993
2020-11-01,25,2,286,0.006993006993006993
2020-11-01,26,2,286,0.006993006993006993
2020-11-01,28,1,286,0.0034965034965034965
2020-11-01,29,1,286,0.0034965034965034965
2020-11-01,30,5,286,0.017482517482517484
2020-11-01,31,4,286,0.013986013986013986
2020-11-01,32,4,286,0.013986013986013986
2020-11-01,33,3,286,0.01048951048951049
2020-11-01,34,3,286,0.01048951048951049
2020-11-01,35,2,286,0.006993006993006993
2020-11-01,36,3,286,0.01048951048951049
2020-11-01,37,1,286,0.0034965034965034965
2020-11-01,38,5,286,0.017482517482517484
2020-11-01,39,3,286,0.01048951048951049
2020-11-01,40,4,286,0.013986013986013986
2020-11-01,42,3,286,0.01048951048951049
2020-11-01,43,3,286,0.01048951048951049
2020-11-01,45,1,286,0.0034965034965034965
2020-11-01,46,1,286,0.0034965034965034965
2020-11-01,47,3,286,0.01048951048951049
2020-11-01,48,2,286,0.006993006993006993
2020-11-01,49,3,286,0.01048951048951049
2020-11-01,50,3,286,0.01048951048951049
2020-11-01,51,3,286,0.01048951048951049
2020-11-01,52,2,286,0.006993006993006993
2020-11-01,53,4,286,0.013986013986013986
2020-11-01,54,4,286,0.013986013986013986
2020-11-01,55,4,286,0.013986013986013986
2020-11-01,56,1,286,0.0034965034965034965
2020-11-01,57,2,286,0.006993006993006993
2020-11-01,58,3,286,0.01048951048951049
2020-11-01,59,1,286,0.0034965034965034965
2020-11-01,60,4,286,0.013986013986013986
2020-11-01,61,2,286,0.006993006993006993
2020-11-01,62,6,286,0.02097902097902098
2020-11-01,63,4,286,0.013986013986013986
2020-11-01,64,3,286,0.01048951048951049
2020-11-01,65,2,286,0.006993006993006993
2020-11-01,67,2,286,0.006993006993006993
2020-11-01,68,2,286,0.006993006993006993
2020-11-01,69,2,286,0.006993006993006993
2020-12-01,0,279,279,1.0
2020-12-01,1,8,279,0.02867383512544803
2020-12-01,2,2,279,0.007168458781362007
2020-12-01,3,4,279,0.014336917562724014
2020-12-01,4,1,279,0.0035842293906810036
2020-12-01,5,3,279,0.010752688172043012
2020-12-01,6,4,279,0.014336917562724014
2020-12-01,7,3,279,0.010752688172043012
2020-12-01,8,6,279,0.021505376344086023
2020-12-01,9,2,279,0.007168458781362007
2020-12-01,10,3,279,0.010752688172043012
2020-12-01,11,5,279,0.017921146953405017
2020-12-01,12,1,279,0.0035842293906810036
2020-12-01,13,9,279,0.03225806451612903
2020-12-01,14,5,279,0.017921146953405017
2020-12-01,15,4,279,0.014336917562724014
2020-12-01,17,1,279,0.0035842293906810036
2020-12-01,18,6,279,0.021505376344086023
2020-12-01,19,5,279,0.017921146953405017
2020-12-01,20,1,279,0.0035842293906810036
2020-12-01,21,2,279,0.007168458781362007
2020-12-01,22,8,279,0.02867383512544803
2020-12-01,23,3,279,0.010752688172043012
2020-12-01,24,3,279,0.010752688172043012
2020-12-01,25,3,279,0.010752688172043012
2020-12-01,26,4,279,0.014336917562724014
2020-12-01,27,4,279,0.014336917562724014
2020-12-01,28,4,279,0.014336917562724014
2020-12-01,29,3,279,0.010752688172043012
2020-12-01,30,3,279,0.010752688172043012
2020-12-01,31,5,279,0.017921146953405017
2020-12-01,33,5,279,0.017921146953405017
2020-12-01,34,2,279,0.007168458781362007
2020-12-01,35,2,279,0.007168458781362007
2020-12-01,36,2,279,0.007168458781362007
2020-12-01,37,2,279,0.007168458781362007
2020-12-01,38,2,279,0.007168458781362007
2020-12-01,39,2,279,0.007168458781362007
2020-12-01,40,1,279,0.0035842293906810036
2020-12-01,41,3,279,0.010752688172043012
2020-12-01,42,4,279,0.014336917562724014
2020-12-01,43,4,279,0.014336917562724014
2020-12-01,44,2,279,0.007168458781362007
2020-12-01,45,3,279,0.010752688172043012
2020-12-01,46,3,279,0.010752688172043012
2020-12-01,47,2,279,0.007168458781362007
2020-12-01,48,2,279,0.007168458781362007
2020-12-01,49,3,279,0.010752688172043012
2020-12-01,50,1,279,0.0035842293906810036
2020-12-01,51,2,279,0.007168458781362007
2020-12-01,52,2,279,0.007168458781362007
2020-12-01,53,3,279,0.010752688172043012
2020-12-01,54,3,279,0.010752688172043012
2020-12-01,55,1,279,0.0035842293906810036
2020-12-01,56,3,279,0.010752688172043012
2020-12-01,57,3,279,0.010752688172043012
2020-12-01,58,2,279,0.007168458781362007
2020-12-01,60,1,279,0.0035842293906810036
2020-12-01,61,3,279,0.010752688172043012
2020-12-01,62,3,279,0.010752688172043012
2020-12-01,63,1,279,0.0035842293906810036
2020-12-01,64,3,279,0.010752688172043012
2020-12-01,65,4,279,0.014336917562724014
2020-12-01,66,1,279,0.0035842293906810036
2020-12-01,67,1,279,0.0035842293906810036
2021-01-01,0,300,300,1.0
2021-01-01,1,8,300,0.02666666666666667
2021-01-01,2,1,300,0.0033333333333333335
2021-01-01,3,3,300,0.01
2021-01-01,4,6,300,0.02
2021-01-01,5,1,300,0.0033333333333333335
2021-01-01,6,7,300,0.023333333333333334
2021-01-01,7,3,300,0.01
2021-01-01,8,2,300,0.006666666666666667
2021-01-01,9,4,300,0.013333333333333334
2021-01-01,10,1,300,0.0033333333333333335
2021-01-01,11,3,300,0.01
2021-01-01,12,7,300,0.023333333333333334
2021-01-01,13,4,300,0.013333333333333334
2021-01-01,14,2,300,0.006666666666666667
2021-01-01,15,2,300,0.006666666666666667
2021-01-01,16,5,300,0.016666666666666666
2021-01-01,17,2,300,0.006666666666666667
